Module,num,Kind,Table,No,Name,DictionaryEntryName,Description,XBRLGL,Object Class Term Qualifier,Object ClassTerm,Property Term,Representation Term,Datatype,Representation,Associated Object Class Term Qualifier,Associated Object Class,Level,PK_REF,RefField,RefTable,Occurrence
PPE,822,BBIE,PPE_Master,10,Serial_Number,ADC_ PPE Master. Serial Number. Code,"The number associated with an individual PPE that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer assigned an individual serial number).","For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select serial from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lottracked, use other from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription value and an associated freeform field. For serial only, select serial from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescriptio n (freeform) blank. For both serial and lot tracked, use other from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription",ADC,PPE Master,Serial Number,Code,String,%60s,,,2,,,,0..1
PPE,823,BBIE,PPE_Master,11,Lot_Number,ADC_ PPE Master. Lot Number. Code,The number associated with a PPE that is used for tracking and managing the lot.,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select lot from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use other from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription",ADC,PPE Master,Lot Number,Code,String,%60s,,,2,,,,0..1
PPE,824,BBIE,PPE_Master,12,Manufacturer,ADC_ PPE Master. Manufacturer,Manufacturer of the PPE.,gl-ehm:serialLotManufacturer,ADC,PPE Master,Manufacturer,Text,String,%100s,,,2,,,,0..1
PPE,825,RBIE,PPE_Master,13,Supplier_Account_ID,ADC_ PPE Master. Related. ADC_ Supplier,The unique identifier for the supplier. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,gl-cor:identifierCode with gl-cor:identifierType = vendor,ADC,PPE Master,Related,,String,%100s,ADC,Supplier,2,REF,Supplier_Account_ID,BAS_Supplier,0..1
PPE,826,BBIE,PPE_Master,14,Location_Description,ADC_ PPE Master. Description,Description of the location where the PPE is placed.,gl-cor:entryComment,ADC,PPE Master,Description,Text,String,%1000s,,,1,,,,1..1
PPE,827,BBIE,PPE_Master,15,Condition_Name,ADC_ PPE Master. Condition. Name,"The name of various usage status of PPE. EXAMPLE Asset in-use, not-in-use and not-in-use for seasonal reasons.",,ADC,PPE Master,Condition,Name,String,%60s,,,1,,,,1..1
PPE,828,BBIE,PPE_Master,16,Acquisition_Date,ADC_ PPE Master. Acquisition Date,Date that the PPE is acquired.,gl-ehm:serialLotOrigination,ADC,PPE Master,Acquisition Date,Date,Date,%10c,,,1,,,,1..1
PPE,829,BBIE,PPE_Master,17,Posted_Date,ADC_ PPE Master. Posted Date,Date when PPE is posted into accounts.,,ADC,PPE Master,Posted Date,Date,Date,%10c,,,1,,,,1..1
PPE,830,BBIE,PPE_Master,18,Placed_Into_Service_Date,ADC_ PPE Master. Placed Into Service Date,Date that PPE is placed into use.,gl-bus:measurableStartDateTime,ADC,PPE Master,Placed Into Service Date,Date,Date,%10c,,,1,,,,1..1
PPE,831,ASBIE,PPE_Master,19,Quantity_On_Hand,ADC_ PPE Master. Quantity On Hand. ADC_ Measurement Quantity,Quantity of PPE items on hand.,gl-bus:measurableQuantity,ADC,PPE Master,Quantity On Hand,,,,ADC,Measurement Quantity,1,,,,1..1
PPE,832,BBIE,PPE_Master,21,Useful_Life,ADC_ PPE Master. Useful Life. Numeric,Total useful life of PPE in months.,gl-bus:dmLifeLength,ADC,PPE Master,Useful Life,Numeric,Integer,%4d,,,1,,,,1..1
PPE,833,BBIE,PPE_Master,22,Useful_Life_Remaining,ADC_ PPE Master. Useful Life Remaining. Numeric,Remaining useful life of PPE in months as of the report date.,"Rather than remaining life in month, the ending date for depreciation is provided with gl-bus:dmEndDate",ADC,PPE Master,Useful Life Remaining,Numeric,Integer,%4d,,,1,,,,1..1
PPE,834,BBIE,PPE_Master,23,Original_Cost,ADC_ PPE Master. Original_ Cost. Amount,Original cost of PPE.,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = original_cost,ADC,PPE Master,Cost,Amount,Decimal,%22.4f,,,1,,,,1..1
PPE,835,BBIE,PPE_Master,24,Residual_Value,ADC_ PPE Master. Residual Value. Amount,Residual value of PPE as of the report date. This value is typically calculated by an expected residual value ratio.,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifie r = residual_value,ADC,PPE Master,Residual Value,Amount,Decimal,%22.4f,,,2,,,,0..1
PPE,836,BBIE,PPE_Master,25,Accumulated_Depreciation,ADC_ PPE Master. Accountumulated Depreciation. Amount,The accumulated depreciation of PPE as of the report date.,Using gl-bus:measurableCostPer Unit in a parallel measurable structure with gl-bus:measurableQualifie r = depreciable_basis,ADC,PPE Master,Accountumulated Depreciation,Amount,Decimal,%22.4f,,,1,,,,1..1
PPE,837,BBIE,PPE_Master,26,Impairment_Provision,ADC_ PPE Master. Impairment Provision. Amount,The impairment provision of PPE as of the report date.,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifie r = impairment_provision,ADC,PPE Master,Impairment Provision,Amount,Decimal,%22.4f,,,1,,,,1..1
PPE,838,BBIE,PPE_Master,27,Net_Book_Value,ADC_ PPE Master. Net Book Value. Amount,"Net book value of PPE as of the report date, which equals original cost minus accumulated depreciation and impairment provision.","gl-cor:amount(As this is the value that ties to books, it is the primary amount. Other amounts are placed in parallel measurable structures.)",ADC,PPE Master,Net Book Value,Amount,Decimal,%22.4f,,,2,,,,0..1
PPE,839,BBIE,PPE_Master,28,Replacement_Cost,ADC_ PPE Master. Replacement_ Cost. Amount,The replacement cost of PPE as of the report date.,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = replacement_cost,ADC,PPE Master,Cost,Amount,Decimal,%22.4f,,,2,,,,0..1
PPE,840,BBIE,PPE_Master,29,Fair_Value,ADC_ PPE Master. Fair Value. Amount,Fair value of PPE as of the report date.,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = fair_value,ADC,PPE Master,Fair Value,Amount,Decimal,%22.4f,,,2,,,,0..1
PPE,841,RBIE,PPE_Master,31,PPE_Account_Number,ADC_ PPE Master. GL Account Number. ADC_ Chart Of Accounts,The GL account number on which Balance Sheet amount is recognized after the asset has been put into operation. This number is generated either by manual input or by the system. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,gl-cor:accountMainID,ADC,PPE Master,GL Account Number,,String,%100s,ADC,Chart Of Accounts,2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,0..1
PPE,842,RBIE,PPE_Master,32,Impairment_Provision_ACC_NUM,ADC_ PPE Master. Impairment Provision_ GL Account Number. ADC_ Chart Of Accounts,The GL account number on which Balance Sheet amount is recognized for impairment provision account. This number is generated either by manual input or by the system. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,gl-cor:accountMainID,ADC,PPE Master,GL Account Number,,String,%100s,ADC,Chart Of Accounts,2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,0..1
PPE,843,RBIE,PPE_Master,33,Accumulated_Depreciation_ACC_NUM,ADC_ PPE Master. Accumulated Depreciation_ GL Account Number. ADC_ Chart Of Accounts,The GL account number on which Balance Sheet amount is recognized for accumulated depreciation. This number is generated either by manual input or by the system. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,gl-cor:accountMainID,ADC,PPE Master,GL Account Number,,String,%100s,ADC,Chart Of Accounts,2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,0..1
PPE,844,ASBIE,PPE_Master,34,Created_User_ID,ADC_ PPE Master. Recorded. ADC_ Entry Operation,"The operation records on this record such as create, approve, last modify this record.",Use corresponding element of XBRL GL taxonomy.,ADC,PPE Master,Recorded,,,,ADC,Entry Operation,1,,,,1..1
PPE,845,RBIE,PPE_Master,43,Business_Segment_X,ADC_ PPE Master. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,PPE Master,X,,String,%25s,ADC,Business Segment,1,,,,1..1
PPE,846,IDBIE,PPE_Addition,1,Addition_ID,ADC_ PPE Addition. ID,The unique identifier for the addition entry. Typically auto-generated by the system.,"gl-cor:documentRefeence / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,PPE Addition,Identification,Identifier,String,%60s,,,1,PK,,,1..1
PPE,847,RBIE,PPE_Addition,2,PPE_ID,ADC_ PPE Addition. Corresponding. ADC_ PPE Master,The unique identifier for the PPE. Typically auto-generated by the system. Shall match the PPE_ID in the PPE_Master table.,"gl-cor:lineNumberCounter / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,PPE Addition,Corresponding,,String,%100s,ADC,PPE Master,1,REF,PPE_ID,PPE_Master,1..1
PPE,848,RBIE,PPE_Addition,3,Fiscal_Year,ADC_ PPE Addition. Fiscal Year. ADC_ Accounting Period,"Accounting period in which the Addition_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",gl-bus:fiscalYearEnd,ADC,PPE Addition,Fiscal Year,,String,%4c,ADC,Accounting Period,1,REF,Fiscal_Year,BAS_Accounting_Period,1..1
PPE,849,RBIE,PPE_Addition,4,Accounting_Period,ADC_ PPE Addition. Accounting Period. ADC_ Accounting Period,"Accounting period in which the Addition_Date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",gl-bus:postingCode,ADC,PPE Addition,Accounting Period,,String,%15s,ADC,Accounting Period,1,,,,1..1
PPE,850,BBIE,PPE_Addition,5,Tag_Number,ADC_ PPE Addition. Tag Number. Code,"The tag was commonly used when there was no ERP system to record PPE's state of the whole lifespan. Nowadays, some ERP systems still follow to use it in the business of PPE. The number is usually generated by manual input or is system generated; for example, when there is a PPE, a tag is created correspondingly. And each tag contains either one PPE or several PPEs. However, each PPE has its own PPE_ID as a unique identifier. If a tag only has one PPE, the PPE_ID is the same as the Tag_Number.",gl-bus:measurableIDOther,ADC,PPE Addition,Tag Number,Code,String,%60s,,,2,,,,0..1
PPE,851,BBIE,PPE_Addition,6,Addition_Type_Name,ADC_ PPE Addition. Addition Type. Name,"Description of the addition type. EXAMPLE Purchase, Invest and Donate.","gl-cor:documentTypeDescription with gl-cor:documentType of other unless a receipt or shipment, in which case gl-cor:documentType of receipt or shipment",ADC,PPE Addition,Addition Type,Name,String,%60s,,,1,,,,1..1
PPE,852,BBIE,PPE_Addition,7,Addition_Date,ADC_ PPE Addition. Addition Date,The date that addition transaction happens.,gl-cor:documentDate,ADC,PPE Addition,Addition Date,Date,Date,%10c,,,1,,,,1..1
PPE,853,BBIE,PPE_Addition,8,Addition_Reason,ADC_ PPE Addition. Addition_ Reason Code,The reason why the PPE is added.,"gl-cor:documentTypeDescription with gl-cor:documentType of other unless a receipt or shipment, in which case gl-cor:documentType of receipt or shipment",ADC,PPE Addition,Reason Code,Code,String,%200s,,,1,,,,1..1
PPE,854,ASBIE,PPE_Addition,9,Addition_Quantity,ADC_ PPE Addition. Addition. ADC_ Measurement Quantity,The quantity of PPE to be added.,gl-bus:measurableQuantity,ADC,PPE Addition,Addition,,,,ADC,Measurement Quantity,1,,,,1..1
PPE,855,BBIE,PPE_Addition,10,Original_Cost,ADC_ PPE Addition. Original_ Cost. Amount,Original cost of PPE.,gl-cor:amount,ADC,PPE Addition,Cost,Amount,Decimal,%22.4f,,,1,,,,1..1
PPE,856,ASBIE,PPE_Addition,12,Created_User_ID,ADC_ PPE Addition. Recorded. ADC_ Entry Operation,"The operation records on this record such as create, approve, last modify this record.",Use corresponding element of XBRL GL taxonomy.,ADC,PPE Addition,Recorded,,,,ADC,Entry Operation,1,,,,1..1
PPE,857,RBIE,PPE_Addition,21,Business_Segment_X,ADC_ PPE Addition. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,PPE Addition,X,,String,%25s,ADC,Business Segment,1,,,,1..1
PPE,858,IDBIE,PPE_Removal,1,Removal_ID,ADC_ PPE Removal. ID,The unique identifier for the removal entry. Typically auto-generated by the system.,"gl-cor:documentRefeence / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,PPE Removal,Identification,Identifier,String,%60s,,,1,PK,,,1..1
PPE,859,RBIE,PPE_Removal,2,PPE_ID,ADC_ PPE Removal. Corresponding. ADC_ PPE Master,The unique identifier for the PPE. Typically auto-generated by the system. Shall match the PPE_ID in the PPE_Master table.,gl-cor:lineNumberCounter,ADC,PPE Removal,Corresponding,,String,%100s,ADC,PPE Master,1,REF,PPE_ID,PPE_Master,1..1
PPE,860,RBIE,PPE_Removal,3,Fiscal_Year,ADC_ PPE Removal. Fiscal Year. ADC_ Accounting Period,"Accounting period in which the Removal_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",gl-bus:fiscalYearEnd,ADC,PPE Removal,Fiscal Year,,String,%4c,ADC,Accounting Period,1,REF,Fiscal_Year,BAS_Accounting_Period,1..1
PPE,861,RBIE,PPE_Removal,4,Accounting_Period,ADC_ PPE Removal. Accounting Period. ADC_ Accounting Period,"Accounting period in which the Removal_Date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",gl-bus:postingCode,ADC,PPE Removal,Accounting Period,,String,%15s,ADC,Accounting Period,1,,,,1..1
